CallID;Prompt;Utterance;ASRRecognitionStatus;#ASRSuccess;(#)ASRSuccess;%ASRSuccess;#TimeOutPrompts;(#)TimeOutPrompts;%TimeOutPrompts;#ASRRejections;(#)ASRRejections;%ASRRejections;#TimeOuts_ASRRej;(#)TimeOuts_ASRRej;%TimeOuts_ASRRej;Barged-In?;#Barge-Ins;(#)Barge-Ins;%Barge-Ins;ASRConfidence;MeanASRConfidence;(Mean)ASRConfidence;UTD;ExMo;Modality;UnExMo?;#UnExMo;(#)UnExMo;%UnExMo;WPUT;WPST;SemanticParse;HelpRequest?;#HelpRequests;(#)HelpRequest;%HelpRequest;Activity;ActivityType;DD;RoleIndex;RoleName;RePrompt?;#RePrompts;(#)RePrompts;%RePrompts;LoopName;#Exchanges;#SystemTurns;#UserTurns;#SystemQuestions;(#)SystemQuestions;SystemDialogueAct;UserDialogueAct;AudioFile;EmotionalState;IQRater1;IQRater2;IQRater3;IQMedian
2061123000; Leaving at 11 a.m. . Is this correct?; YES  ;complete;8;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0.125;0.9404;0.65896;0.82925;1.02675;speech;voice;0;0;0;0;2;8; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.travel_time.time;Confirmation;54.5;1;confimation;0;1;0;0.08333;initial;11;12;8;4;2;SDA_ASK_CONFIRM_TIME;UDA_CONFIRM_TIME;20061123/000/007.wav;neutral;;5;5;5
2061123000; Right;;;8;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0.125;0;0.65896;0.82925;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;60.2;1;confimation;0;1;0;0.07692;initial;12;13;8;4;1;SDA_CONFIRM_UNDERSTOOD;;;;;5;5;5
2061123000; Hold on. Let me check that for you.;;no input;8;1;0.88889;1;1;0.11111;0;0;0;1;1;0.11111;0;1;0;0.11111;0;0.58574;0.51794;0;none;;0;0;0;0;0;8;;0;0;0;0;looking_up_database_first;wait;60.2;1;collection;0;1;0;0.07143;initial;13;14;8;4;0;SDA_ANNOUNCE_QUERYING;;;;;5;5;5
2061123000; OAKLAND and FIFTH AVENUE are both the same stop. Please provide a different start or end point.;;;8;0;0.88889;1;1;0.11111;0;0;0;1;1;0.11111;0;1;0;0.11111;0;0.58574;0.51794;0;none;;0;0;0;0;0;17;;0;0;0;0;error;Announcement;60.2;1;collection;0;1;0;0.06667;initial;14;15;8;4;0;SDA_DISAMBIGUATE_BUS_STOP;;;;;3;5;3
2061123000; To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.; 61A  ;complete;9;1;0.9;1;1;0.1;0;0;0;1;1;0.1;0;1;0;0.1;0.90446;0.61761;0.61495;2.17875;speech;voice;0;0;0;0;2;21;Semantic no match;0;0;0;0;next_query_error;Question;60.2;1;collection;0;1;0;0.0625;initial;15;16;9;5;1;SDA_ASK_ANOTHER_QUERY;UDA_LINE_INFORMATION;20061123/000/008.wav;neutral;;2;4;2
2061123000; You can say start a new query, or goodbye.; FIVE DUQUESNE  ;complete;10;2;0.90909;1;0;0.09091;0;0;0;1;0;0.09091;0;1;0;0.09091;0.7719;0.63164;0.55879;1.53875;speech;voice;0;0;0;0;3;9;Semantic no match;0;0;0;0;next_query_error;Question;82.3;2;collection;1;2;1;0.11765;Retry1;16;17;10;6;2;SDA_ASK_ANOTHER_QUERY;UDA_INFORM;20061123/000/009.wav;neutral;;1;3;1
2061123000; To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.; LAST THE NEXT  ;no match;10;2;0.83333;1;0;0.08333;1;1;0.08333;2;1;0.16667;0;1;0;0.08333;0;0.579;0.55879;1.34675;speech;voice;0;0;0;0;4;21;Semantic no match;0;0;0;0;next_query_error;Question;91;3;collection;1;3;2;0.16667;Retry2;17;18;11;7;3;SDA_ASK_ANOTHER_QUERY;UDA_INFORM;20061123/000/010.wav;neutral;;1;2;1
2061123000; You can say start a new query, or goodbye.; START WH  ;no match;10;1;0.76923;1;0;0.07692;2;2;0.15385;3;2;0.23077;0;1;0;0.07692;0;0.53446;0.2573;1.34675;speech;voice;0;0;0;0;3;9;Semantic no match;0;0;0;0;next_query_error;Question;103.8;4;collection;1;4;3;0.21053;Retry3;18;19;12;8;3;SDA_ASK_ANOTHER_QUERY;UDA_NEW_QUERY;20061123/000/011.wav;neutral;;1;1;1
2061123000; To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.;THE  ;no match;10;0;0.71429;1;0;0.07143;3;3;0.21429;4;3;0.28571;1;2;1;0.14286;0;0.49629;0;3.33075;speech;voice;0;0;0;0;2;21;Semantic no match;0;0;0;0;next_query_error;Question;110.2;5;collection;1;5;3;0.25;Retry4;19;20;13;9;3;SDA_ASK_ANOTHER_QUERY;UDA_UNQUALIFIED_UNRECOGNIZED;20061123/000/012.wav;garbage;;1;1;1
2061123000; You can say start a new query, or goodbye.; THANK YOU QUERY ELEVEN BACK  ;no match;10;0;0.66667;1;0;0.06667;4;3;0.26667;5;3;0.33333;0;2;1;0.13333;0;0.4632;0;2.00275;speech;voice;0;0;0;0;6;9;Semantic no match;0;0;0;0;next_query_error;Question;113.7;6;collection;1;6;3;0.28571;Retry5;20;21;14;10;3;SDA_ASK_ANOTHER_QUERY;UDA_NEW_QUERY;20061123/000/013.wav;neutral;;1;1;1
2061123000; To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.; GOODBYE  ;complete;11;1;0.6875;1;0;0.0625;4;2;0.25;5;2;0.3125;0;2;1;0.125;0.52356;0.46697;0.17452;0.77075;speech;voice;0;0;0;0;2;21; Generic[Generic] ( [Quit] ( GOODBYE ) );0;0;0;0;next_query_error;Question;120.1;7;collection;1;7;3;0.31818;Retry6;21;22;15;11;3;SDA_ASK_ANOTHER_QUERY;UDA_GOODBYE;20061123/000/014.wav;neutral;;1;1;1
2061123000; Thank you for using the cmu Let's Go Bus Information System. Goodbye.;;no input;11;1;0.64706;2;1;0.11765;4;1;0.23529;6;2;0.35294;0;2;0;0.11765;0;0.4395;0.17452;0;none;;0;0;0;0;0;12;;0;0;0;0;goodbye;Announcement;129.4;1;collection;0;7;2;0.30435;initial;22;23;15;11;2;SDA_GOODBYE;;;;;1;1;1
2061122000; Welcome to the CMU Let's Go bus information system.;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51999;0.51999;0;none;;0;0;0;0;0;9;;0;0;0;0;welcome;Announcement;0.2;1;collection;0;0;0;0;initial;0;1;0;0;0;SDA_GREETING;;;;;;;
2061122000; To get help at any time, just say Help or press zero.;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51999;0.51999;0;none;;0;0;0;0;0;12;;0;0;0;0;how_to_get_help;Announcement;0.2;1;collection;0;0;0;0;initial;1;2;0;0;0;SDA_OFFER_HELP;;;;;;;
2061122000; What can I do for you?; 54C  ;complete;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64763;0.64763;0.64763;0.00275;speech;voice;0;0;0;0;2;6; LineInformation[BusNumber] ( [route] ( [covered_route] ( 54C ) ) );0;0;0;0;how_may_i_help_you;Question;0.2;1;collection;0;0;0;0;initial;2;3;1;1;1;SDA_ASK_BUS;UDA_LINE_INFORMATION;20061122/000/001.wav;;;;;
2061122000; The 54C . Did I get that right?; YES  ;complete;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.88454;0.76608;0.76608;0.00275;speech;voice;0;0;0;0;2;8; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.route_number;Confirmation;12.5;1;confimation;0;0;0;0;initial;3;4;2;1;1;SDA_ASK_CONFIRM_BUS;UDA_CONFIRM_BUS;20061122/000/003.wav;;;;;
2061122000; Okay;;;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.76608;0.76608;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;18.4;1;confimation;0;0;0;0;initial;4;5;2;1;1;SDA_CONFIRM_UNDERSTOOD;;;;;;;
2061122000; Where do you wanna leave from?; SOUTH HILLS JUNCTION  ;complete;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73883;0.757;0.757;0.00275;speech;voice;0;0;0;0;4;6; PlaceInformation[SinglePlace] ( [stop_name] ( [covered_place] ( [registered_stop] ( [stop_part] ( SOUTH HILLS JUNCTION ) ) ) ) );0;0;0;0;query.departure_place;Question;18.4;1;collection;0;0;0;0;initial;5;6;3;2;1;SDA_ASK_DEPARTURE;UDA_PLACE_INFORMATION;20061122/000/005.wav;;;;;
2061122000; Leaving from SOUTH HILLS JUNCTION . Did I get that right?; YES FROM  ;no match;3;1;0.75;0;0;0;1;1;0.25;1;1;0.25;0;0;0;0;0;0.56775;0.54112;0.00275;speech;voice;0;0;0;0;3;11;Semantic no match;0;0;0;0;/LetsGoPublic/PerformTask/query.departure_place;Confirmation;24.8;1;confimation;0;0;0;0;initial;6;7;4;2;1;SDA_ASK_CONFIRM_DEPARTURE;UDA_CONFIRM;20061122/000/006.wav;;;;;
2061122000; If you want to leave from SOUTH HILLS JUNCTION say yes or press one, otherwise say no or press three.;YES  ;complete;4;2;0.8;0;0;0;1;1;0.2;1;1;0.2;1;1;1;0.2;0.83384;0.62097;0.52422;0.00275;both;voice;0;0;0;0;2;20; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.departure_place;Confirmation;30.6;2;confimation;1;1;1;0.125;Retry1;7;8;5;2;1;SDA_ASK_CONFIRM_DEPARTURE;UDA_CONFIRM_DEPARTURE;20061122/000/007.wav;;;;;
2061122000; Right;;;4;1;0.8;0;0;0;1;1;0.2;1;1;0.2;0;1;1;0.2;0;0.62097;0.52422;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;37.6;1;confimation;0;1;1;0.11111;initial;8;9;5;2;0;SDA_CONFIRM_UNDERSTOOD;;;;;;;
2061122000; Where do you want to go?;YES  ;complete;5;2;0.83333;0;0;0;1;0;0.16667;1;0;0.16667;1;2;2;0.33333;0.79562;0.65008;0.54315;0.00275;speech;voice;0;0;0;0;2;6;Semantic no match;0;0;0;0;query.arrival_place;Question;37.6;1;collection;0;1;1;0.1;initial;9;10;6;3;1;SDA_ASK_DESTINATION;UDA_UNQUALIFIED_UNRECOGNIZED;20061122/000/008.wav;;;;;
2061122000; For example, you can say, SOUTH HILLS JUNCTION, FIFTH AT BIGELOW, or THE SOUTH SIDE.;NORTH SIDE  ;complete;6;2;0.85714;0;0;0;1;0;0.14286;1;0;0.14286;1;3;2;0.42857;0.63692;0.6482;0.75546;0.00275;speech;voice;0;0;0;0;3;15; PlaceInformation[SinglePlace] ( [stop_name] ( [covered_place] ( [covered_neighborhood] ( NORTH SIDE ) ) ) );0;0;0;0;query.arrival_place;Question;40.5;2;collection;1;2;1;0.18182;Retry1;10;11;7;4;2;SDA_EXPLAIN;UDA_PLACE_INFORMATION;20061122/000/009.wav;;;;;
2061122000; Going to NORTH SIDE . Is this correct?; YES  ;complete;7;3;0.875;0;0;0;1;0;0.125;1;0;0.125;0;3;2;0.375;0.90537;0.68034;0.7793;0.00275;speech;voice;0;0;0;0;2;8; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.arrival_place;Confirmation;45.2;1;confimation;0;2;1;0.16667;initial;11;12;8;4;2;SDA_ASK_CONFIRM_DESTINATION;UDA_CONFIRM_DESTINATION;20061122/000/010.wav;;;;;
2061122000; Okay;;;7;2;0.875;0;0;0;1;0;0.125;1;0;0.125;0;3;1;0.375;0;0.68034;0.7793;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;49.7;1;confimation;0;2;1;0.15385;initial;12;13;8;4;1;SDA_CONFIRM_UNDERSTOOD;;;;;;;
2061122000; When do you want to travel?; NOW  ;complete;8;2;0.88889;0;0;0;1;0;0.11111;1;0;0.11111;0;3;0;0.33333;0.89592;0.7043;0.81274;0.00275;speech;voice;0;0;0;0;2;6; TimeInformation[3_DateTime] ( [day_time] ( [date_time] ( [time_range] ( [time_relative] ( [now] ( NOW ) ) ) ) ) );0;0;0;0;query.travel_time;Question;49.7;1;collection;0;2;0;0.14286;initial;13;14;9;5;1;SDA_ASK_TIME;UDA_TIME_INFORMATION;20061122/000/011.wav;;;;;
2061122000; I think you want the next bus . Am I right?; YES  ;complete;9;2;0.9;0;0;0;1;0;0.1;1;0;0.1;0;3;0;0.3;0.91506;0.72537;0.90545;0.00275;speech;voice;0;0;0;0;2;11; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.travel_time.time;Confirmation;54.7;1;confimation;0;2;0;0.13333;initial;14;15;10;5;1;SDA_ASK_CONFIRM_TIME;UDA_CONFIRM_TIME;20061122/000/012.wav;;;;;
2061122000; Okay;;;9;2;0.9;0;0;0;1;0;0.1;1;0;0.1;0;3;0;0.3;0;0.72537;0.90545;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;59.7;1;confimation;0;2;0;0.125;initial;15;16;10;5;1;SDA_CONFIRM_UNDERSTOOD;;;;;;;
2061122000; Just a minute. Let me check that for you.;;no input;9;1;0.81818;1;1;0.09091;1;0;0.09091;2;1;0.18182;0;3;0;0.27273;0;0.65943;0.60366;0;none;;0;0;0;0;0;9;;0;0;0;0;looking_up_database_first;wait;59.7;1;collection;0;2;0;0.11765;initial;16;17;10;5;0;SDA_ANNOUNCE_QUERYING;;;;;;;
2061122000; The next 54C leaves SOUTH HILLS JUNCTION at 12 31 a.m. , and arrives at ALLEGHENY SQUARE WEST AT STOP NUMBER 2 at 1 20 a.m. .;;;9;0;0.81818;1;1;0.09091;1;0;0.09091;2;1;0.18182;0;3;0;0.27273;0;0.65943;0.60366;0;none;;0;0;0;0;0;27;;0;0;0;0;result;Announcement;59.7;1;collection;0;2;0;0.11111;initial;17;18;10;5;0;SDA_DELIVER_RESULT;;;;;;;
2061122000; To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.;;no input;9;0;0.75;2;2;0.16667;1;0;0.08333;3;2;0.25;0;3;0;0.25;0;0.60448;0.30502;0;speech;;0;0;0;0;0;45;;0;0;0;0;next_query;Question;59.7;1;collection;0;2;0;0.10526;initial;18;19;10;6;1;SDA_ASK_ANOTHER_QUERY;;;;;;;
2061122001; Welcome to the CMU Let's Go bus information system.;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51999;0.51999;0;none;;0;0;0;0;0;9;;0;0;0;0;welcome;Announcement;0.2;1;collection;0;0;0;0;initial;0;1;0;0;0;SDA_GREETING;;;;;;;
2061122001; To get help at any time, just say Help or press zero.;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51999;0.51999;0;none;;0;0;0;0;0;12;;0;0;0;0;how_to_get_help;Announcement;0.2;1;collection;0;0;0;0;initial;1;2;0;0;0;SDA_OFFER_HELP;;;;;;;
2061122001; What can I do for you?; BUS SCHEDULE  ;no match;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0.00275;speech;voice;0;0;0;0;3;6;Semantic no match;0;0;0;0;how_may_i_help_you;Question;0.2;1;collection;0;0;0;0;initial;2;3;1;1;1;SDA_ASK_BUS;UDA_REQUEST_SCHEDULE;20061122/001/000.wav;;;;;
2061122001; For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..; THE NEW TO SQUIRREL HILL  ;complete;1;1;0.5;0;0;0;1;1;0.5;1;1;0.5;0;1;1;0.5;0.13857;0.06928;0.06928;0.00275;speech;voice;0;0;0;0;6;28; PlaceInformation[2_ArrivalPlace] ( TO [stop_name] ( [covered_place] ( [covered_neighborhood] ( SQUIRREL HILL ) ) ) );0;0;0;0;how_may_i_help_you;Question;14.1;2;collection;1;1;1;0.25;Retry1;3;4;2;2;2;SDA_EXPLAIN;UDA_PLACE_INFORMATION;20061122/001/002.wav;;;;;
2061122001; Going to SQUIRREL HILL . Is this correct?; WHAT AM YES  ;complete;2;2;0.66667;0;0;0;1;1;0.33333;1;1;0.33333;0;1;1;0.33333;0.43868;0.19242;0.19242;0.00275;speech;voice;0;0;0;0;4;8; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.arrival_place;Confirmation;32.2;1;confimation;0;1;1;0.2;initial;4;5;3;2;2;SDA_ASK_CONFIRM_DESTINATION;UDA_CONFIRM_DESTINATION;20061122/001/003.wav;;;;;
2061122001; Right;;;2;2;0.66667;0;0;0;1;0;0.33333;1;0;0.33333;0;1;0;0.33333;0;0.19242;0.19242;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;37.2;1;confimation;0;1;1;0.16667;initial;5;6;3;2;1;SDA_CONFIRM_UNDERSTOOD;;;;;;;
2061122001; Where are you leaving from?; CMU  ;complete;3;2;0.75;0;0;0;1;0;0.25;1;0;0.25;0;1;0;0.25;0.80612;0.34584;0.46112;0.00275;speech;voice;0;0;0;0;2;5; PlaceInformation[SinglePlace] ( [stop_name] ( [covered_place] ( [monument] ( CMU ) ) ) );0;0;0;0;query.departure_place;Question;37.2;1;collection;0;1;0;0.14286;initial;6;7;4;3;1;SDA_ASK_DEPARTURE;UDA_PLACE_INFORMATION;20061122/001/005.wav;;;;;
2061122001; Leaving from CMU . Did I get that right?; YES  ;complete;4;2;0.8;0;0;0;1;0;0.2;1;0;0.2;0;1;0;0.2;0.91906;0.46049;0.72129;0.00275;speech;voice;0;0;0;0;2;9; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.departure_place;Confirmation;41.9;1;confimation;0;1;0;0.125;initial;7;8;5;3;1;SDA_ASK_CONFIRM_DEPARTURE;UDA_CONFIRM_DEPARTURE;20061122/001/006.wav;;;;;
2061122001; Alright;;;4;2;0.8;0;0;0;1;0;0.2;1;0;0.2;0;1;0;0.2;0;0.46049;0.72129;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;46.9;1;confimation;0;1;0;0.11111;initial;8;9;5;3;1;SDA_FILLER;;;;;;;
2061122001; When are you going to take that bus?; ONE A M THAT  ;complete;5;2;0.83333;0;0;0;1;0;0.16667;1;0;0.16667;0;1;0;0.16667;0.66278;0.4942;0.79599;0.00275;speech;voice;0;0;0;0;5;8; TimeInformation[3_DateTime] ( [day_time] ( [date_time] ( [time_range] ( [time] ( [hour] ( ONE ) ) ) ) ) );0;0;0;0;query.travel_time;Question;46.9;1;collection;0;1;0;0.1;initial;9;10;6;4;1;SDA_ASK_TIME;UDA_TIME_INFORMATION;20061122/001/008.wav;;;;;
2061122001; Leaving at 1 a.m. . Did I get that right?; YES  ;complete;6;2;0.85714;0;0;0;1;0;0.14286;1;0;0.14286;0;1;0;0.14286;0.92567;0.55584;0.83584;0.00275;speech;voice;0;0;0;0;2;10; Generic[Generic] ( [Yes] ( YES ) );0;0;0;0;/LetsGoPublic/PerformTask/query.travel_time.time;Confirmation;53.6;1;confimation;0;1;0;0.09091;initial;10;11;7;4;1;SDA_ASK_CONFIRM_TIME;UDA_CONFIRM_TIME;20061122/001/009.wav;;;;;
2061122001; Okay;;;6;2;0.85714;0;0;0;1;0;0.14286;1;0;0.14286;0;1;0;0.14286;0;0.55584;0.83584;0;none;;0;0;0;0;0;1;;0;0;0;0;confirm_okay;Announcement;58.8;1;confimation;0;1;0;0.08333;initial;11;12;7;4;1;SDA_CONFIRM_UNDERSTOOD;;;;;;;
2061122001; Hold on. I'll look that up.;;no input;6;1;0.75;1;1;0.125;1;0;0.125;2;1;0.25;0;1;0;0.125;0;0.48636;0.52948;0;none;;0;0;0;0;0;6;;0;0;0;0;looking_up_database_first;wait;58.8;1;collection;0;1;0;0.07692;initial;12;13;7;4;0;SDA_ANNOUNCE_QUERYING;;;;;;;
2061122001; There is a 61C leaving FORBES AVENUE AT CARNEGIE MELLON MOREWOOD at 1 18 a.m. . It will arrive at MURRAY AVENUE AT DARLINGTON at 1 28 a.m. .;;;6;0;0.75;1;1;0.125;1;0;0.125;2;1;0.25;0;1;0;0.125;0;0.48636;0.52948;0;none;;0;0;0;0;0;29;;0;0;0;0;result;Announcement;58.8;1;collection;0;1;0;0.07143;initial;13;14;7;4;0;SDA_DELIVER_RESULT;;;;;;;
2061122001; To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.; ;no match;6;0;0.66667;1;1;0.11111;2;1;0.22222;3;2;0.33333;1;2;1;0.22222;0;0.43232;0.30856;0.00275;speech;voice;0;0;0;0;1;45;Semantic no match;0;0;0;0;next_query;Question;58.8;1;collection;0;1;0;0.06667;initial;14;15;8;5;1;SDA_ASK_ANOTHER_QUERY;UDA_UNQUALIFIED_UNRECOGNIZED;20061122/001/010.wav;;;;;
